video_id,video_title,description,channel_id,channel_title,published_at,duration,tags,category_id,view_count,like_count,comment_count,artist_name,extracted_at,source,ingestion_date
zoirAG6tmxw,JACK - J97 | NẾU PHẢI GIỮ CHO EM | Official Music Video - Album TAM THÁI TỬ - Track No.5,"Stream trên các nền tảng số 👇🏻👇🏻👇🏻
- Nếu Phải Giữ Cho Em: https://jackj97.lnk.to/NPGCE

Jack’s Official Social Networks:
https://www.facebook.com/iamPhuongTuan1997
https://www.facebook.com/jack.phuongtuan1204
https://www.instagram.com/iamjack1997/
https://twitter.com/phuongtuan_j97
 https://www.tiktok.com/@imjack1997",UChUJa1JyBc7Lc4orkiNKKQg,J97,2026-09-03T13:30:06Z,PT4M35S,"['jack j97', 'Hoa Trong Đá', 'Hoa Trong Da', 'JACK', 'J97', 'JACK J97', 'Jack J97', 'Hoa Trong Đá JACK', 'Hoa Trong Da JACK', 'JACK Hoa Trong Đá', 'J97 Hoa Trong Đá', 'Hoa Trong Đá J97', 'Official Teaser', 'Hoa Trong Đá Official Teaser', 'teaser Hoa Trong Đá', 'Album Tam Thái Tử', 'Tam Thái Tử', 'J97 Album Tam Thái Tử', 'teaser JACK J97', 'lưu niên j97', 'nếu phải giữ cho em', 'j97 neu phai giua cho em', 'nếu phải giữ cho em j97']",10,2275312,54530,9613,Jack - J97,2026-09-17 08:19:27.947802+00:00,youtube_api,2026-09-17
cpGYQyjYbkQ,"Quyết giữ chuỗi, không để ai nghỉ lễ 😏#jack #j97 #album #tamthaitu #trusteen","_____________
Copyright: social@j97promotion.com
booking: booking@j97promotion.com

Jack’s Official Social Networks:
Facebook Profile: https://www.facebook.com/phuongtuan1997
Fanpage: https://www.facebook.com/jack.phuongtuan1204
Instagram: https://www.instagram.com/iamjack1997/
Twitter: https://twitter.com/phuongtuan_j97
Tiktok: https://www.tiktok.com/@imjack1997 

J97 Entertainment’s Official Social Networks: 
Website: https://j97entertainment.com 
Fanpage: https://www.facebook.com/J97entertainment.official 
Youtube: https://www.youtube.com/@J97entertainment.official 
Linkedin: https://www.linkedin.com/company/j97entertainment

Appreciate your supporting.",UChUJa1JyBc7Lc4orkiNKKQg,J97,2026-09-02T09:30:35Z,PT35S,[],10,74928,2625,74,Jack - J97,2026-09-17 08:19:27.947802+00:00,youtube_api,2026-09-17
bFyl6kcsNhY,JACK - J97 | NẾU PHẢI GIỮ CHO EM | Official Teaser - Album TAM THÁI TỬ,"Jack’s Official Social Networks:
https://www.facebook.com/iamPhuongTuan1997
https://www.facebook.com/jack.phuongtuan1204
https://www.instagram.com/iamjack1997/
https://twitter.com/phuongtuan_j97
 https://www.tiktok.com/@imjack1997",UChUJa1JyBc7Lc4orkiNKKQg,J97,2026-09-01T13:09:06Z,PT12S,"['jack j97', 'Hoa Trong Đá', 'Hoa Trong Da', 'JACK', 'J97', 'JACK J97', 'Jack J97', 'Hoa Trong Đá JACK', 'Hoa Trong Da JACK', 'JACK Hoa Trong Đá', 'J97 Hoa Trong Đá', 'Hoa Trong Đá J97', 'Official Teaser', 'Hoa Trong Đá Official Teaser', 'teaser Hoa Trong Đá', 'Album Tam Thái Tử', 'Tam Thái Tử', 'J97 Album Tam Thái Tử', 'teaser JACK J97', 'lưu niên j97', 'nếu phải giữ cho em', 'j97 neu phai giua cho em', 'nếu phải giữ cho em j97']",10,417514,12820,2228,Jack - J97,2026-09-17 08:19:27.947802+00:00,youtube_api,2026-09-17
BtNaYjYBgJM,Bây giờ có thể ghép nhạc clip xinh xinh này roài 😉#jack #j97 #1stalbum #tamthaitu,"_____________
Copyright: social@j97promotion.com
booking: booking@j97promotion.com

Jack’s Official Social Networks:
Facebook Profile: https://www.facebook.com/phuongtuan1997
Fanpage: https://www.facebook.com/jack.phuongtuan1204
Instagram: https://www.instagram.com/iamjack1997/
Twitter: https://twitter.com/phuongtuan_j97
Tiktok: https://www.tiktok.com/@imjack1997 

J97 Entertainment’s Official Social Networks: 
Website: https://j97entertainment.com 
Fanpage: https://www.facebook.com/J97entertainment.official 
Youtube: https://www.youtube.com/@J97entertainment.official 
Linkedin: https://www.linkedin.com/company/j97entertainment

Appreciate your supporting.",UChUJa1JyBc7Lc4orkiNKKQg,J97,2026-08-31T18:30:31Z,PT28S,[],10,101494,3067,83,Jack - J97,2026-09-17 08:19:27.947802+00:00,youtube_api,2026-09-17
4YOnuDTh-9E,Thương ❤️🌻#jack #j97 #1stalbum #tamthaitu,"_____________
Copyright: social@j97promotion.com
booking: booking@j97promotion.com

Jack’s Official Social Networks:
Facebook Profile: https://www.facebook.com/phuongtuan1997
Fanpage: https://www.facebook.com/jack.phuongtuan1204
Instagram: https://www.instagram.com/iamjack1997/
Twitter: https://twitter.com/phuongtuan_j97
Tiktok: https://www.tiktok.com/@imjack1997 

J97 Entertainment’s Official Social Networks: 
Website: https://j97entertainment.com 
Fanpage: https://www.facebook.com/J97entertainment.official 
Youtube: https://www.youtube.com/@J97entertainment.official 
Linkedin: https://www.linkedin.com/company/j97entertainment

Appreciate your supporting.",UChUJa1JyBc7Lc4orkiNKKQg,J97,2026-08-31T18:02:55Z,PT31S,[],10,50736,2609,83,Jack - J97,2026-09-17 08:19:27.947802+00:00,youtube_api,2026-09-17
LWoQkUOAMdg,"Nói anh nghe đi em những ngày không anh, có phải cô đơn giữa đêm","_____________
Copyright: social@j97promotion.com
booking: booking@j97promotion.com

Jack’s Official Social Networks:
Facebook Profile: https://www.facebook.com/phuongtuan1997
Fanpage: https://www.facebook.com/jack.phuongtuan1204
Instagram: https://www.instagram.com/iamjack1997/
Twitter: https://twitter.com/phuongtuan_j97
Tiktok: https://www.tiktok.com/@imjack1997 

J97 Entertainment’s Official Social Networks: 
Website: https://j97entertainment.com 
Fanpage: https://www.facebook.com/J97entertainment.official 
Youtube: https://www.youtube.com/@J97entertainment.official 
Linkedin: https://www.linkedin.com/company/j97entertainment

Appreciate your supporting.",UChUJa1JyBc7Lc4orkiNKKQg,J97,2026-08-30T12:15:16Z,PT26S,[],10,44736,2485,61,Jack - J97,2026-09-17 08:19:27.947802+00:00,youtube_api,2026-09-17
ecotLI4cL6U,"Đóa hoa ơi đừng ướt mi, buồn nữa chi","_____________
Copyright: social@j97promotion.com
booking: booking@j97promotion.com

Jack’s Official Social Networks:
Facebook Profile: https://www.facebook.com/phuongtuan1997
Fanpage: https://www.facebook.com/jack.phuongtuan1204
Instagram: https://www.instagram.com/iamjack1997/
Twitter: https://twitter.com/phuongtuan_j97
Tiktok: https://www.tiktok.com/@imjack1997 

J97 Entertainment’s Official Social Networks: 
Website: https://j97entertainment.com 
Fanpage: https://www.facebook.com/J97entertainment.official 
Youtube: https://www.youtube.com/@J97entertainment.official 
Linkedin: https://www.linkedin.com/company/j97entertainment

Appreciate your supporting.",UChUJa1JyBc7Lc4orkiNKKQg,J97,2026-08-30T11:30:26Z,PT16S,[],10,40258,2714,75,Jack - J97,2026-09-17 08:19:27.947802+00:00,youtube_api,2026-09-17
EE50mae7qeA,Nói cho anh nghe em buồn không? Đem nụ cười Á Đông đi quanh năm xong bằng không,"_____________
Copyright: social@j97promotion.com
booking: booking@j97promotion.com

Jack’s Official Social Networks:
Facebook Profile: https://www.facebook.com/phuongtuan1997
Fanpage: https://www.facebook.com/jack.phuongtuan1204
Instagram: https://www.instagram.com/iamjack1997/
Twitter: https://twitter.com/phuongtuan_j97
Tiktok: https://www.tiktok.com/@imjack1997 

J97 Entertainment’s Official Social Networks: 
Website: https://j97entertainment.com 
Fanpage: https://www.facebook.com/J97entertainment.official 
Youtube: https://www.youtube.com/@J97entertainment.official 
Linkedin: https://www.linkedin.com/company/j97entertainment

Appreciate your supporting.",UChUJa1JyBc7Lc4orkiNKKQg,J97,2026-08-30T11:30:01Z,PT43S,[],10,32407,2546,76,Jack - J97,2026-09-17 08:19:27.947802+00:00,youtube_api,2026-09-17
s-EL27-G1Ns,"Ngày mà em đi, con thuyền kia lặng nhìn khẽ trôi, em cũng bỏ anh rồi, ôm niềm đau chỉ mình anh thôi","_____________
Copyright: social@j97promotion.com
booking: booking@j97promotion.com

Jack’s Official Social Networks:
Facebook Profile: https://www.facebook.com/phuongtuan1997
Fanpage: https://www.facebook.com/jack.phuongtuan1204
Instagram: https://www.instagram.com/iamjack1997/
Twitter: https://twitter.com/phuongtuan_j97
Tiktok: https://www.tiktok.com/@imjack1997 

J97 Entertainment’s Official Social Networks: 
Website: https://j97entertainment.com 
Fanpage: https://www.facebook.com/J97entertainment.official 
Youtube: https://www.youtube.com/@J97entertainment.official 
Linkedin: https://www.linkedin.com/company/j97entertainment

Appreciate your supporting.",UChUJa1JyBc7Lc4orkiNKKQg,J97,2026-08-30T10:30:01Z,PT22S,[],10,51146,2576,89,Jack - J97,2026-09-17 08:19:27.947802+00:00,youtube_api,2026-09-17
t4C2EGNZdPo,"Nếu có thể xin em đừng rời xa anh, những kí ức năm nào chẳng lành","_____________
Copyright: social@j97promotion.com
booking: booking@j97promotion.com

Jack’s Official Social Networks:
Facebook Profile: https://www.facebook.com/phuongtuan1997
Fanpage: https://www.facebook.com/jack.phuongtuan1204
Instagram: https://www.instagram.com/iamjack1997/
Twitter: https://twitter.com/phuongtuan_j97
Tiktok: https://www.tiktok.com/@imjack1997 

J97 Entertainment’s Official Social Networks: 
Website: https://j97entertainment.com 
Fanpage: https://www.facebook.com/J97entertainment.official 
Youtube: https://www.youtube.com/@J97entertainment.official 
Linkedin: https://www.linkedin.com/company/j97entertainment

Appreciate your supporting.",UChUJa1JyBc7Lc4orkiNKKQg,J97,2026-08-30T09:30:11Z,PT26S,[],10,26470,2210,61,Jack - J97,2026-09-17 08:19:27.947802+00:00,youtube_api,2026-09-17
GNnHu1inCC4,"Đôi chân anh rụng rơi như lá, mai này đây rồi em lộng lẫy áo thêu hoa","_____________
Copyright: social@j97promotion.com
booking: booking@j97promotion.com

Jack’s Official Social Networks:
Facebook Profile: https://www.facebook.com/phuongtuan1997
Fanpage: https://www.facebook.com/jack.phuongtuan1204
Instagram: https://www.instagram.com/iamjack1997/
Twitter: https://twitter.com/phuongtuan_j97
Tiktok: https://www.tiktok.com/@imjack1997 

J97 Entertainment’s Official Social Networks: 
Website: https://j97entertainment.com 
Fanpage: https://www.facebook.com/J97entertainment.official 
Youtube: https://www.youtube.com/@J97entertainment.official 
Linkedin: https://www.linkedin.com/company/j97entertainment

Appreciate your supporting.",UChUJa1JyBc7Lc4orkiNKKQg,J97,2026-08-30T08:30:37Z,PT39S,[],10,20735,2371,56,Jack - J97,2026-09-17 08:19:27.947802+00:00,youtube_api,2026-09-17
khPxwQjGbcY,"Đã qua rồi em mà sao đời không thôi, em nghe mùi hương còn vương lại trên môi?","_____________
Copyright: social@j97promotion.com
booking: booking@j97promotion.com

Jack’s Official Social Networks:
Facebook Profile: https://www.facebook.com/phuongtuan1997
Fanpage: https://www.facebook.com/jack.phuongtuan1204
Instagram: https://www.instagram.com/iamjack1997/
Twitter: https://twitter.com/phuongtuan_j97
Tiktok: https://www.tiktok.com/@imjack1997 

J97 Entertainment’s Official Social Networks: 
Website: https://j97entertainment.com 
Fanpage: https://www.facebook.com/J97entertainment.official 
Youtube: https://www.youtube.com/@J97entertainment.official 
Linkedin: https://www.linkedin.com/company/j97entertainment

Appreciate your supporting.",UChUJa1JyBc7Lc4orkiNKKQg,J97,2026-08-30T07:30:29Z,PT30S,[],10,25562,2275,79,Jack - J97,2026-09-17 08:19:27.947802+00:00,youtube_api,2026-09-17
411gfAFx268,"Người xé con tim anh đây ra làm hai, người nói bên nhau tất cả đều là sai","_____________
Copyright: social@j97promotion.com
booking: booking@j97promotion.com

Jack’s Official Social Networks:
Facebook Profile: https://www.facebook.com/phuongtuan1997
Fanpage: https://www.facebook.com/jack.phuongtuan1204
Instagram: https://www.instagram.com/iamjack1997/
Twitter: https://twitter.com/phuongtuan_j97
Tiktok: https://www.tiktok.com/@imjack1997 

J97 Entertainment’s Official Social Networks: 
Website: https://j97entertainment.com 
Fanpage: https://www.facebook.com/J97entertainment.official 
Youtube: https://www.youtube.com/@J97entertainment.official 
Linkedin: https://www.linkedin.com/company/j97entertainment

Appreciate your supporting.",UChUJa1JyBc7Lc4orkiNKKQg,J97,2026-08-30T06:37:44Z,PT43S,[],10,32052,2481,95,Jack - J97,2026-09-17 08:19:27.947802+00:00,youtube_api,2026-09-17
boKJ5XDs_mY,JACK - J97 | LƯU NIÊN | Album TAM THÁI TỬ - Track No.4,"Stream trên các nền tảng số 👇🏻👇🏻👇🏻

- Hoa Trong Đá: https://jackj97.lnk.to/HoaTrongDa
- Người Dưng: https://jackj97.lnk.to/NguoiDung
- Anh Yêu Em: https://jackj97.lnk.to/AnhYeuEm
- Lưu Niên: https://jackj97.lnk.to/LuuNien


Jack’s Official Social Networks:
https://www.facebook.com/iamPhuongTuan1997
https://www.facebook.com/jack.phuongtuan1204
https://www.instagram.com/iamjack1997/
https://twitter.com/phuongtuan_j97
 https://www.tiktok.com/@imjack1997",UChUJa1JyBc7Lc4orkiNKKQg,J97,2026-08-29T16:30:07Z,PT3M15S,"['jack j97', 'Hoa Trong Đá', 'Hoa Trong Da', 'JACK', 'J97', 'JACK J97', 'Jack J97', 'Hoa Trong Đá JACK', 'Hoa Trong Da JACK', 'JACK Hoa Trong Đá', 'J97 Hoa Trong Đá', 'Hoa Trong Đá J97', 'Official Teaser', 'Hoa Trong Đá Official Teaser', 'teaser Hoa Trong Đá', 'Album Tam Thái Tử', 'Tam Thái Tử', 'JACK Album Tam Thái Tử', 'J97 Album Tam Thái Tử', 'teaser JACK J97', 'lưu niên', 'lưu niên j97', 'j97 lưu liên', 'lưu niên mv', 'mv lưu niên']",10,11711055,114787,49830,Jack - J97,2026-09-17 08:19:27.947802+00:00,youtube_api,2026-09-17
qM9woZ4i36Q,JACK - J97 | ANH YÊU EM (我爱你) | Album TAM THÁI TỬ - Track No.3,"Stream trên các nền tảng số 👇🏻👇🏻👇🏻

- Hoa Trong Đá: https://jackj97.lnk.to/HoaTrongDa
- Người Dưng: https://jackj97.lnk.to/NguoiDung
- Anh Yêu Em: https://jackj97.lnk.to/AnhYeuEm
- Lưu Niên: https://jackj97.lnk.to/LuuNien

Jack’s Official Social Networks:
https://www.facebook.com/iamPhuongTuan1997
https://www.facebook.com/jack.phuongtuan1204
https://www.instagram.com/iamjack1997/
https://twitter.com/phuongtuan_j97
 https://www.tiktok.com/@imjack1997",UChUJa1JyBc7Lc4orkiNKKQg,J97,2026-08-29T15:30:07Z,PT3M14S,"['Hoa Trong Đá', 'Hoa Trong Da', 'JACK', 'J97', 'JACK J97', 'Jack J97', 'Hoa Trong Đá JACK', 'Hoa Trong Da JACK', 'JACK Hoa Trong Đá', 'J97 Hoa Trong Đá', 'Hoa Trong Đá J97', 'Official Teaser', 'Hoa Trong Đá Official Teaser', 'teaser Hoa Trong Đá', 'Album Tam Thái Tử', 'Tam Thái Tử', 'JACK Album Tam Thái Tử', 'J97 Album Tam Thái Tử', 'teaser JACK J97', 'j97 người dưng', 'người dưng j97', 'anh yêu em', 'anh yeu em', 'j97 anh yeu em', 'anh yeu em j97', 'anh yeu em jack']",10,4067331,60882,10360,Jack - J97,2026-09-17 08:19:27.947802+00:00,youtube_api,2026-09-17
vLa5jvCJMGk,JACK - J97 | NGƯỜI DƯNG | Album TAM THÁI TỬ - Track No.2,"Stream trên các nền tảng số 👇🏻👇🏻👇🏻

- Hoa Trong Đá: https://jackj97.lnk.to/HoaTrongDa
- Người Dưng: https://jackj97.lnk.to/NguoiDung
- Anh Yêu Em: https://jackj97.lnk.to/AnhYeuEm
- Lưu Niên: https://jackj97.lnk.to/LuuNien


Jack’s Official Social Networks:
https://www.facebook.com/iamPhuongTuan1997
https://www.facebook.com/jack.phuongtuan1204
https://www.instagram.com/iamjack1997/
https://twitter.com/phuongtuan_j97
 https://www.tiktok.com/@imjack1997",UChUJa1JyBc7Lc4orkiNKKQg,J97,2026-08-29T14:30:07Z,PT3M48S,"['Hoa Trong Đá', 'Hoa Trong Da', 'JACK', 'J97', 'JACK J97', 'Jack J97', 'Hoa Trong Đá JACK', 'Hoa Trong Da JACK', 'JACK Hoa Trong Đá', 'J97 Hoa Trong Đá', 'Hoa Trong Đá J97', 'Official Teaser', 'Hoa Trong Đá Official Teaser', 'teaser Hoa Trong Đá', 'Album Tam Thái Tử', 'Tam Thái Tử', 'JACK Album Tam Thái Tử', 'J97 Album Tam Thái Tử', 'teaser JACK J97', 'người dưng', 'người dưng j97', 'j97 người dưng', 'người dưng mv']",10,10702434,104342,34576,Jack - J97,2026-09-17 08:19:27.947802+00:00,youtube_api,2026-09-17
FNbT75NoaAI,JACK - J97 | HOA TRONG ĐÁ | Official Music Video - Album TAM THÁI TỬ - Track No.1,"Stream trên các nền tảng số 👇🏻👇🏻👇🏻

- Hoa Trong Đá: https://jackj97.lnk.to/HoaTrongDa
- Người Dưng: https://jackj97.lnk.to/NguoiDung
- Anh Yêu Em: https://jackj97.lnk.to/AnhYeuEm
- Lưu Niên: https://jackj97.lnk.to/LuuNien


Jack’s Official Social Networks:
https://www.facebook.com/iamPhuongTuan1997
https://www.facebook.com/jack.phuongtuan1204
https://www.instagram.com/iamjack1997/
https://twitter.com/phuongtuan_j97
 https://www.tiktok.com/@imjack1997",UChUJa1JyBc7Lc4orkiNKKQg,J97,2026-08-29T13:30:06Z,PT4M58S,"['Hoa Trong Đá', 'Hoa Trong Da', 'JACK', 'J97', 'JACK J97', 'Jack J97', 'Hoa Trong Đá JACK', 'Hoa Trong Da JACK', 'JACK Hoa Trong Đá', 'J97 Hoa Trong Đá', 'Hoa Trong Đá J97', 'Official Teaser', 'Hoa Trong Đá Official Teaser', 'teaser Hoa Trong Đá', 'Album Tam Thái Tử', 'Tam Thái Tử', 'JACK Album Tam Thái Tử', 'J97 Album Tam Thái Tử', 'teaser JACK J97', 'hoa trong đá', 'hoa trong đá j97', 'j97 hoa trong đá', 'hoa trong đá official', 'hoa trong đá teaser']",10,5487109,111295,29273,Jack - J97,2026-09-17 08:19:27.947802+00:00,youtube_api,2026-09-17
